race_id,race_date,racecourse,country,surface,distance_m,scheduled_post_time,available_at
r-2026-0614-hanshin-11,2026-06-14T15:40:00+09:00,Hanshin,JP,turf,2200,2026-06-14T15:40:00+09:00,2026-06-10T17:00:00+09:00
